62.527,52.05800000000001,310,211
62.046,52.425,294,223
61.622,52.885000000000005,280,238
61.269,53.376000000000005,269,254
60.918000000000006,53.864000000000004,257,270
60.658,54.407000000000004,248,288
60.519999999999996,54.992,244,307
60.471,55.611999999999995,242,327
60.488,56.242999999999995,243,348
60.660000000000004,57.221,249,380
60.77,57.847,252,401
60.875,58.43899999999999,256,420
60.982,59.047000000000004,259,440
61.126000000000005,59.641999999999996,264,460
61.312999999999995,60.257000000000005,270,480
61.465,60.885999999999996,275,500
61.521,61.488,277,520
61.576,62.090999999999994,279,540
61.62,62.695,280,560
61.672000000000004,63.297000000000004,282,580
59.256,63.11,202,573
59.106,62.473,198,552
58.955999999999996,61.836,193,532
58.806000000000004,61.199000000000005,188,511
58.655,60.563,183,490
58.504,59.927,178,469
58.298,59.326,171,449
58.092999999999996,58.72500000000001,164,429
57.887,58.12500000000001,158,410
57.687999999999995,57.519,151,390
57.519,56.89300000000001,145,369
57.521,56.293000000000006,146,350
57.763,55.724,153,331
58.006,55.155,161,312
58.265,54.604,170,294
58.577,54.025999999999996,180,275
58.474000000000004,53.391,177,254
57.999,53.008,161,242
57.522,52.625,146,229
56.981,52.30200000000001,128,219
56.419,52.059999999999995,109,211
55.855999999999995,51.817,91,203
55.293000000000006,51.575,72,195
54.672,51.434000000000005,52,190
54.068000000000005,51.31099999999999,32,186
53.851000000000006,50.717999999999996,25,167
53.679,50.104000000000006,20,147
53.757999999999996,49.443,22,125
53.89699999999999,48.803000000000004,27,104
54.065,48.176,32,83
54.235,47.55,38,63
54.605000000000004,47.006,50,45
55.083000000000006,47.379,66,57
55.611999999999995,47.753,83,70
56.166000000000004,48.035,101,79
56.8,48.022,122,78
57.342000000000006,47.693999999999996,140,68
57.886,47.368,158,57
58.45399999999999,47.17,176,50
59.079,47.044999999999995,197,46
59.64,46.812,215,39
60.192,46.519,233,29
60.745000000000005,46.229,251,20
61.329,46.447,270,27
61.592999999999996,46.991,279,45
61.82,47.573,287,64
62.074,48.13,295,82
62.327999999999996,48.687999999999995,303,100
62.58200000000001,49.245,312,118
62.836999999999996,49.802,320,137
63.11,50.336999999999996,329,154
63.504000000000005,50.839999999999996,342,171
